Dates,MXEU Index_Last,MXEU Index_Open,MXEU Index_High,MXEU Index_Low,MXEU Index_Volume
1995-09-26,,49.74,49.74,49.74,345990816
1995-09-27,,49.18,49.18,49.18,489702624
1995-09-28,,48.88,48.88,48.88,529233376
1995-09-29,,49.35,49.35,49.35,486389664
1995-10-02,,49.4,49.4,49.4,322613536
1995-10-03,,49.44,49.44,49.44,485130240
1995-10-04,,49.56,49.56,49.56,503355200
1995-10-05,,49.47,49.47,49.47,497739808
1995-10-06,,49.28,49.28,49.28,372804896
1995-10-09,,48.95,48.95,48.95,386872128
1995-10-10,,48.48,48.48,48.48,615141760
1995-10-11,,48.69,48.69,48.69,475371840
1995-10-12,,49.11,49.11,49.11,510280928
1995-10-13,,49.53,49.53,49.53,524500416
1995-10-16,,49.32,49.32,49.32,355093600
1995-10-17,,49.2,49.2,49.2,481615264
1995-10-18,,49.36,49.36,49.36,581945024
1995-10-19,,49.13,49.13,49.13,505525024
1995-10-20,,48.78,48.78,48.78,592864640
1995-10-23,,48.06,48.06,48.06,427590624
1995-10-24,,48.17,48.17,48.17,510664096
1995-10-25,,48.48,48.48,48.48,508292928
1995-10-26,,48.3,48.3,48.3,560131904
1995-10-27,,47.84,47.84,47.84,536613440
1995-10-30,,48.38,48.38,48.38,322852416
1995-10-31,,48.74,48.74,48.74,382726304
1995-11-01,,48.72,48.72,48.72,319867872
1995-11-02,,48.85,48.85,48.85,500551168
1995-11-03,,48.83,48.83,48.83,551992640
1995-11-06,,48.75,48.75,48.75,450719904
1995-11-07,,48.91,48.91,48.91,518952608
1995-11-08,,49.02,49.02,49.02,521084768
1995-11-09,,49.05,49.05,49.05,503589024
1995-11-10,,48.77,48.77,48.77,372433056
1995-11-13,,48.87,48.87,48.87,304720512
1995-11-14,,48.9,48.9,48.9,510140640
1995-11-15,,49.14,49.14,49.14,544987136
1995-11-16,,49.58,49.58,49.58,569025472
1995-11-17,,49.53,49.53,49.53,502647712
1995-11-20,,49.81,49.81,49.81,522138688
1995-11-21,,49.59,49.59,49.59,620491904
1995-11-22,,49.79,49.79,49.79,644549760
1995-11-23,,49.65,49.65,49.65,500257568
1995-11-24,,49.92,49.92,49.92,437753696
1995-11-27,,50.27,50.27,50.27,486260096
1995-11-28,,50.13,50.13,50.13,605737408
1995-11-29,,50.22,50.22,50.22,507352160
1995-11-30,,50.16,50.16,50.16,511597792
1995-12-01,,50.36,50.36,50.36,620716544
1995-12-04,,50.16,50.16,50.16,476978176
1995-12-05,,50.29,50.29,50.29,702428160
1995-12-06,,50.4,50.4,50.4,501087776
1995-12-07,,50.3,50.3,50.3,603243264
1995-12-08,,50.25,50.25,50.25,362508320
1995-12-11,,50.42,50.42,50.42,459004544
1995-12-12,,50.54,50.54,50.54,561602240
1995-12-13,,50.45,50.45,50.45,542924288
1995-12-14,,50.64,50.64,50.64,771803840
1995-12-15,,50.4,50.4,50.4,663626240
1995-12-18,,49.9,49.9,49.9,439465984
1995-12-19,,49.49,49.49,49.49,598196480
1995-12-20,,49.99,49.99,49.99,578711040
1995-12-21,,50.2,50.2,50.2,430398464
1995-12-22,,50.64,50.64,50.64,320181728
1995-12-25,,50.64,50.64,50.64,320181728
1995-12-26,,50.62,50.62,50.62,5226173
1995-12-27,,50.88,50.88,50.88,225817664
1995-12-28,,50.94,50.94,50.94,248702736
1995-12-29,,51,51,51,299301344
1996-01-01,,51,51,51,299301344
1996-01-02,,51.33,51.33,51.33,300944448
1996-01-03,,52.01,52.01,52.01,533708192
1996-01-04,,52.02,52.02,52.02,486070944
1996-01-05,,51.77,51.77,51.77,487568864
1996-01-08,,51.9,51.9,51.9,343068064
1996-01-09,,51.84,51.84,51.84,498581696
1996-01-10,,51.44,51.44,51.44,503990976
1996-01-11,,51.18,51.18,51.18,561216896
1996-01-12,,51.43,51.43,51.43,486152256
1996-01-15,,51.35,51.35,51.35,432886688
1996-01-16,,51.86,51.86,51.86,761834752
1996-01-17,,51.84,51.84,51.84,601688064
1996-01-18,,52.2,52.2,52.2,802851008
1996-01-19,,52.42,52.42,52.42,728976576
1996-01-22,,52.36,52.36,52.36,513213952
1996-01-23,,52.08,52.08,52.08,1189858688
1996-01-24,,52.39,52.39,52.39,717765056
1996-01-25,,52.37,52.37,52.37,546315776
1996-01-26,,52.27,52.27,52.27,575007360
1996-01-29,,52.32,52.32,52.32,451771136
1996-01-30,,52.61,52.61,52.61,640305728
1996-01-31,,53.08,53.08,53.08,724832192
1996-02-01,,53.18,53.18,53.18,786821312
1996-02-02,,53.29,53.29,53.29,703623680
1996-02-05,,52.67,52.67,52.67,504872960
1996-02-06,,52.81,52.81,52.81,564891392
1996-02-07,,52.8,52.8,52.8,466031872
1996-02-08,,52.58,52.58,52.58,553553920
1996-02-09,,52.6,52.6,52.6,560778240
1996-02-12,,52.69,52.69,52.69,457471712
1996-02-13,,52.99,52.99,52.99,679055168
1996-02-14,,52.77,52.77,52.77,623131520
1996-02-15,,52.95,52.95,52.95,671908416
1996-02-16,,52.84,52.84,52.84,607414912
1996-02-19,,52.4,52.4,52.4,328179840
1996-02-20,,52.07,52.07,52.07,482809664
1996-02-21,,52.22,52.22,52.22,500464864
1996-02-22,,52.61,52.61,52.61,539227200
1996-02-23,,52.96,52.96,52.96,469994816
1996-02-26,,52.64,52.64,52.64,379346048
1996-02-27,,52.81,52.81,52.81,491281664
1996-02-28,,53.27,53.27,53.27,486846880
1996-02-29,,53.22,53.22,53.22,548359808
1996-03-01,,53.64,53.64,53.64,508937696
1996-03-04,,53.69,53.69,53.69,413125184
1996-03-05,,53.64,53.64,53.64,568131584
1996-03-06,,53.49,53.49,53.49,469705984
1996-03-07,,53.84,53.84,53.84,525844832
1996-03-08,,53.27,53.27,53.27,617298432
1996-03-11,,52.61,52.61,52.61,510446784
1996-03-12,,52.65,52.65,52.65,521419680
1996-03-13,,52.7,52.7,52.7,530035072
1996-03-14,,53.08,53.08,53.08,688935488
1996-03-15,,52.88,52.88,52.88,760583680
1996-03-18,,53.2,53.2,53.2,374924832
1996-03-19,,53.55,53.55,53.55,579511616
1996-03-20,,53.52,53.52,53.52,431437728
1996-03-21,,53.61,53.61,53.61,450978272
1996-03-22,,53.67,53.67,53.67,709920512
1996-03-25,,53.72,53.72,53.72,378739264
1996-03-26,,53.48,53.48,53.48,489365696
1996-03-27,,53.77,53.77,53.77,518853760
1996-03-28,,53.61,53.61,53.61,674117952
1996-03-29,,53.84,53.84,53.84,622229440
1996-04-01,,54.03,54.03,54.03,435916928
1996-04-02,,54.2,54.2,54.2,497052736
1996-04-03,,54.04,54.04,54.04,453992096
1996-04-04,,54.28,54.28,54.28,445732928
1996-04-05,,54.26,54.26,54.26,32016750
1996-04-08,,54.24,54.24,54.24,837847
1996-04-09,,54.3,54.3,54.3,354389312
1996-04-10,,54.68,54.68,54.68,603553856
1996-04-11,,54.35,54.35,54.35,660394624
1996-04-12,,54.5,54.5,54.5,550673024
1996-04-15,,54.84,54.84,54.84,475400864
1996-04-16,,55.08,55.08,55.08,516366336
1996-04-17,,54.83,54.83,54.83,526684576
1996-04-18,,55.01,55.01,55.01,653110720
1996-04-19,,55.38,55.38,55.38,713188288
1996-04-22,,55.8,55.8,55.8,636250944
1996-04-23,,55.63,55.63,55.63,945634496
1996-04-24,,55.64,55.64,55.64,754422464
1996-04-25,,55.61,55.61,55.61,447995872
1996-04-26,,55.85,55.85,55.85,640832832
1996-04-29,,55.5,55.5,55.5,479236000
1996-04-30,,55.62,55.62,55.62,734788992
1996-05-01,,55.57,55.57,55.57,291064736
1996-05-02,,55.43,55.43,55.43,714797056
1996-05-03,,54.93,54.93,54.93,655237376
1996-05-06,,54.9,54.9,54.9,96567224
1996-05-07,,54.75,54.75,54.75,434920864
1996-05-08,,54.41,54.41,54.41,468168864
1996-05-09,,54.52,54.52,54.52,527557856
1996-05-10,,54.84,54.84,54.84,531157280
1996-05-13,,54.79,54.79,54.79,451129248
1996-05-14,,55.1,55.1,55.1,505249280
1996-05-15,,55.25,55.25,55.25,655672000
1996-05-16,,55.11,55.11,55.11,417615872
1996-05-17,,55.4,55.4,55.4,694823616
1996-05-20,,55.45,55.45,55.45,495300352
1996-05-21,,55.62,55.62,55.62,417376128
1996-05-22,,55.3,55.3,55.3,486071488
1996-05-23,,55.3,55.3,55.3,597396544
1996-05-24,,55.29,55.29,55.29,401309728
1996-05-27,,55.32,55.32,55.32,37159964
1996-05-28,,55.53,55.53,55.53,363421664
1996-05-29,,55.44,55.44,55.44,440944384
1996-05-30,,55.07,55.07,55.07,433213152
1996-05-31,,55.29,55.29,55.29,454448736
1996-06-03,,55.15,55.15,55.15,430700544
1996-06-04,,55.36,55.36,55.36,442927296
1996-06-05,,55.42,55.42,55.42,458967904
1996-06-06,,55.61,55.61,55.61,530082624
1996-06-07,,55.04,55.04,55.04,502210080
1996-06-10,,55.4,55.4,55.4,305269824
1996-06-11,,55.54,55.54,55.54,389231200
1996-06-12,,55.71,55.71,55.71,458674240
1996-06-13,,55.57,55.57,55.57,452291936
1996-06-14,,55.36,55.36,55.36,420647232
1996-06-17,,55.43,55.43,55.43,374297696
1996-06-18,,55.52,55.52,55.52,476002464
1996-06-19,,55.48,55.48,55.48,567848192
1996-06-20,,55.24,55.24,55.24,570522432
1996-06-21,,55.31,55.31,55.31,784672192
1996-06-24,,55.41,55.41,55.41,322207168
1996-06-25,,55.32,55.32,55.32,562010880
1996-06-26,,55.41,55.41,55.41,483545856
1996-06-27,,55.16,55.16,55.16,537625152
1996-06-28,,55.57,55.57,55.57,455132448
1996-07-01,,55.65,55.65,55.65,377943104
1996-07-02,,55.7,55.7,55.7,516389632
1996-07-03,,55.64,55.64,55.64,445976448
1996-07-04,,55.99,55.99,55.99,416579296
1996-07-05,,55.65,55.65,55.65,433729792
1996-07-08,,55.39,55.39,55.39,408027072
1996-07-09,,55.59,55.59,55.59,403166464
1996-07-10,,55.62,55.62,55.62,508714368
1996-07-11,,55.46,55.46,55.46,456166016
1996-07-12,,55.04,55.04,55.04,453111520
1996-07-15,,54.65,54.65,54.65,409728608
1996-07-16,,53.54,53.54,53.54,638948544
1996-07-17,,53.71,53.71,53.71,531776384
1996-07-18,,54.04,54.04,54.04,447216448
1996-07-19,,54.23,54.23,54.23,477687744
1996-07-22,,53.54,53.54,53.54,291853120
1996-07-23,,53.79,53.79,53.79,407673408
1996-07-24,,52.92,52.92,52.92,414688288
1996-07-25,,53.35,53.35,53.35,381085696
1996-07-26,,53.25,53.25,53.25,376465568
1996-07-29,,53.35,53.35,53.35,283748096
1996-07-30,,53.23,53.23,53.23,334588512
1996-07-31,,53.66,53.66,53.66,626773376
1996-08-01,,54.02,54.02,54.02,467236448
1996-08-02,,54.66,54.66,54.66,523865344
1996-08-05,,54.82,54.82,54.82,352859200
1996-08-06,,54.73,54.73,54.73,513622816
1996-08-07,,54.98,54.98,54.98,466394144
1996-08-08,,55.02,55.02,55.02,406973024
1996-08-09,,54.87,54.87,54.87,335201632
1996-08-12,,54.76,54.76,54.76,257602960
1996-08-13,,54.93,54.93,54.93,422525088
1996-08-14,,54.99,54.99,54.99,307153696
1996-08-15,,55.1,55.1,55.1,272529536
1996-08-16,,55.37,55.37,55.37,472810656
1996-08-19,,55.32,55.32,55.32,333734848
1996-08-20,,55.65,55.65,55.65,383152576
1996-08-21,,55.42,55.42,55.42,369526624
1996-08-22,,55.78,55.78,55.78,434689664
1996-08-23,,55.87,55.87,55.87,337040224
1996-08-26,,55.74,55.74,55.74,67909152
1996-08-27,,55.84,55.84,55.84,327944160
1996-08-28,,55.83,55.83,55.83,529154528
1996-08-29,,55.51,55.51,55.51,592774016
1996-08-30,,55.17,55.17,55.17,398793088
1996-09-02,,55.26,55.26,55.26,319465696
1996-09-03,,54.85,54.85,54.85,472570240
1996-09-04,,55.15,55.15,55.15,518756928
1996-09-05,,55.21,55.21,55.21,537967040
1996-09-06,,55.3,55.3,55.3,440454112
1996-09-09,,55.74,55.74,55.74,435345120
1996-09-10,,55.97,55.97,55.97,567556160
1996-09-11,,55.81,55.81,55.81,504862496
1996-09-12,,56.13,56.13,56.13,533697504
1996-09-13,,56.59,56.59,56.59,514042656
1996-09-16,,56.82,56.82,56.82,443751424
1996-09-17,,56.61,56.61,56.61,505978656
1996-09-18,,56.43,56.43,56.43,440203104
1996-09-19,,56.56,56.56,56.56,524802528
1996-09-20,,56.64,56.64,56.64,865860608
1996-09-23,,56.14,56.14,56.14,261920992
1996-09-24,,56.28,56.28,56.28,445412768
1996-09-25,,56.74,56.74,56.74,560563008
1996-09-26,,56.9,56.9,56.9,524659072
1996-09-27,,57.04,57.04,57.04,543549888
1996-09-30,,57.26,57.26,57.26,493915200
1996-10-01,,57.48,57.48,57.48,498172608
1996-10-02,,57.85,57.85,57.85,540014144
1996-10-03,,57.85,57.85,57.85,501036288
1996-10-04,,58.08,58.08,58.08,553618880
1996-10-07,,58.18,58.18,58.18,408426176
1996-10-08,,58.27,58.27,58.27,521976704
1996-10-09,,58.04,58.04,58.04,450558496
1996-10-10,,57.77,57.77,57.77,655574080
1996-10-11,,58.03,58.03,58.03,420075488
1996-10-14,,58.15,58.15,58.15,340826240
1996-10-15,,58.58,58.58,58.58,572201088
1996-10-16,,58.24,58.24,58.24,512179616
1996-10-17,,58.38,58.38,58.38,472138720
1996-10-18,,58.72,58.72,58.72,584671872
1996-10-21,,58.76,58.76,58.76,394635072
1996-10-22,,58.64,58.64,58.64,474197856
1996-10-23,,58.09,58.09,58.09,490422688
1996-10-24,,57.91,57.91,57.91,498357536
1996-10-25,,58.07,58.07,58.07,420917120
1996-10-28,,58.19,58.19,58.19,410871968
1996-10-29,,57.6,57.6,57.6,448094208
1996-10-30,,57.36,57.36,57.36,541743616
1996-10-31,,57.44,57.44,57.44,446935808
1996-11-01,,57.41,57.41,57.41,283975424
1996-11-04,,57.32,57.32,57.32,435912288
1996-11-05,,57.7,57.7,57.7,578456704
1996-11-06,,58.12,58.12,58.12,614789248
1996-11-07,,57.86,57.86,57.86,545719616
1996-11-08,,57.99,57.99,57.99,547678656
1996-11-11,,58.02,58.02,58.02,362289600
1996-11-12,,58.29,58.29,58.29,586030400
1996-11-13,,58.38,58.38,58.38,606603776
1996-11-14,,58.61,58.61,58.61,767329920
1996-11-15,,59.06,59.06,59.06,707323264
1996-11-18,,58.92,58.92,58.92,473357984
1996-11-19,,59.09,59.09,59.09,545683520
1996-11-20,,59,59,59,631353216
1996-11-21,,58.96,58.96,58.96,468108384
1996-11-22,,59.51,59.51,59.51,615017536
1996-11-25,,59.95,59.95,59.95,551971840
1996-11-26,,60.01,60.01,60.01,557446080
1996-11-27,,59.63,59.63,59.63,504465344
1996-11-28,,59.94,59.94,59.94,458506176
1996-11-29,,60.36,60.36,60.36,549188416
1996-12-02,,60.24,60.24,60.24,381723104
1996-12-03,,60.81,60.81,60.81,546769408
1996-12-04,,60.39,60.39,60.39,497284960
1996-12-05,,60.52,60.52,60.52,589512192
1996-12-06,,59.21,59.21,59.21,754063168
1996-12-09,,59.89,59.89,59.89,360379520
1996-12-10,,60.15,60.15,60.15,630026432
1996-12-11,,59.3,59.3,59.3,584558464
1996-12-12,,59.31,59.31,59.31,454466432
1996-12-13,,58.9,58.9,58.9,493797152
1996-12-16,,59.56,59.56,59.56,481611744
1996-12-17,,59.14,59.14,59.14,525850496
1996-12-18,,59.64,59.64,59.64,679431744
1996-12-19,,60.03,60.03,60.03,679193536
1996-12-20,,60.53,60.53,60.53,918847488
1996-12-23,,60.58,60.58,60.58,313530144
1996-12-24,,60.6,60.6,60.6,73003056
1996-12-25,,60.6,60.6,60.6,73003056
1996-12-26,,60.69,60.69,60.69,4881817
1996-12-27,,60.91,60.91,60.91,143907840
1996-12-30,,61.31,61.31,61.31,280800672
1996-12-31,,61.31,61.31,61.31,136447440
1997-01-01,,61.31,61.31,61.31,136447440
1997-01-02,,60.5,60.5,60.5,282370624
1997-01-03,,61.01,61.01,61.01,367818912
1997-01-06,,61.29,61.29,61.29,277866528
1997-01-07,,61.17,61.17,61.17,556586368
1997-01-08,,61.61,61.61,61.61,777308032
1997-01-09,,61.76,61.76,61.76,774415680
1997-01-10,,61.74,61.74,61.74,1058574464
1997-01-13,,62.51,62.51,62.51,857327744
1997-01-14,,63.14,63.14,63.14,975305728
1997-01-15,,63.15,63.15,63.15,1120855808
1997-01-16,,63.62,63.62,63.62,922125248
1997-01-17,,63.89,63.89,63.89,1078350208
1997-01-20,,63.88,63.88,63.88,646367424
1997-01-21,,63.71,63.71,63.71,845960256
1997-01-22,,64.42,64.42,64.42,974701440
1997-01-23,,64.98,64.98,64.98,938869376
1997-01-24,,64.2,64.2,64.2,838319168
1997-01-27,,64.11,64.11,64.11,735097728
1997-01-28,,64.59,64.59,64.59,858188736
1997-01-29,,64.13,64.13,64.13,616904064
1997-01-30,,64.57,64.57,64.57,660630336
1997-01-31,,65.26,65.26,65.26,676918656
1997-02-03,,65.22,65.22,65.22,575028288
1997-02-04,,65.28,65.28,65.28,636873856
1997-02-05,,65.84,65.84,65.84,706022400
1997-02-06,,65.83,65.83,65.83,658039616
1997-02-07,,66.54,66.54,66.54,749624064
1997-02-10,,66.69,66.69,66.69,611237632
1997-02-11,,66.61,66.61,66.61,645399040
1997-02-12,,66.83,66.83,66.83,809075072
1997-02-13,,67.18,67.18,67.18,715973568
1997-02-14,,67.38,67.38,67.38,741512512
1997-02-17,,67.51,67.51,67.51,487329504
1997-02-18,,67.51,67.51,67.51,608021248
1997-02-19,,67.53,67.53,67.53,626979584
1997-02-20,,67.37,67.37,67.37,632845632
1997-02-21,,67.13,67.13,67.13,618468416
1997-02-24,,66.95,66.95,66.95,497619104
1997-02-25,,67.61,67.61,67.61,569666432
1997-02-26,,67.47,67.47,67.47,595120512
1997-02-27,,67.63,67.63,67.63,524987968
1997-02-28,,67.11,67.11,67.11,680267392
1997-03-03,,67.14,67.14,67.14,516739680
1997-03-04,,68.11,68.11,68.11,726733440
1997-03-05,,68.36,68.36,68.36,603978944
1997-03-06,,69.11,69.11,69.11,657538944
1997-03-07,,69.28,69.28,69.28,686068480
1997-03-10,,69.71,69.71,69.71,467291712
1997-03-11,,69.86,69.86,69.86,668765184
1997-03-12,,69.26,69.26,69.26,665704896
1997-03-13,,68.78,68.78,68.78,602626304
1997-03-14,,69.12,69.12,69.12,661622208
1997-03-17,,68.25,68.25,68.25,533293216
1997-03-18,,67.65,67.65,67.65,679095744
1997-03-19,,67.69,67.69,67.69,669782144
1997-03-20,,66.52,66.52,66.52,703502336
1997-03-21,,66.98,66.98,66.98,916906880
1997-03-24,,66.67,66.67,66.67,526078624
1997-03-25,,67.55,67.55,67.55,677809600
1997-03-26,,68.23,68.23,68.23,642133376
1997-03-27,,68.54,68.54,68.54,568679552
1997-03-28,,68.48,68.48,68.48,65124500
1997-03-31,,68.44,68.44,68.44,407139
1997-04-01,,66.69,66.69,66.69,495543936
1997-04-02,,66.42,66.42,66.42,537833536
1997-04-03,,65.87,65.87,65.87,581535808
1997-04-04,,66.12,66.12,66.12,566340992
1997-04-07,,67.31,67.31,67.31,544691520
1997-04-08,,67.33,67.33,67.33,576574080
1997-04-09,,67.89,67.89,67.89,559614848
1997-04-10,,67.87,67.87,67.87,498819808
1997-04-11,,67.42,67.42,67.42,571948864
1997-04-14,,66.99,66.99,66.99,490175392
1997-04-15,,67.94,67.94,67.94,647027584
1997-04-16,,68.02,68.02,68.02,590223168
1997-04-17,,68.29,68.29,68.29,558207488
1997-04-18,,68.08,68.08,68.08,610727168
1997-04-21,,68.19,68.19,68.19,421408416
1997-04-22,,68.29,68.29,68.29,449876864
1997-04-23,,68.85,68.85,68.85,624017216
1997-04-24,,68.96,68.96,68.96,557323264
1997-04-25,,68.56,68.56,68.56,417300416
1997-04-28,,68.6,68.6,68.6,439262016
1997-04-29,,69.41,69.41,69.41,592983296
1997-04-30,,69.86,69.86,69.86,652158784
1997-05-01,,69.99,69.99,69.99,343904128
1997-05-02,,70.31,70.31,70.31,498893792
1997-05-05,,70.89,70.89,70.89,151733248
1997-05-06,,71.26,71.26,71.26,668028608
1997-05-07,,71.24,71.24,71.24,601249152
1997-05-08,,71.43,71.43,71.43,493531104
1997-05-09,,71.74,71.74,71.74,782119808
1997-05-12,,72.39,72.39,72.39,595842624
1997-05-13,,72.73,72.73,72.73,753488512
1997-05-14,,72.98,72.98,72.98,718924672
1997-05-15,,72.94,72.94,72.94,1023696192
1997-05-16,,73.18,73.18,73.18,871236992
1997-05-19,,72.87,72.87,72.87,405943168
1997-05-20,,72.29,72.29,72.29,641701504
1997-05-21,,73.19,73.19,73.19,746388928
1997-05-22,,72.95,72.95,72.95,618280256
1997-05-23,,73.24,73.24,73.24,567840832
1997-05-26,,73.19,73.19,73.19,165914896
1997-05-27,,73.39,73.39,73.39,488544736
1997-05-28,,72.73,72.73,72.73,579393792
1997-05-29,,72.61,72.61,72.61,479456544
1997-05-30,,71.66,71.66,71.66,538766272
1997-06-02,,72.07,72.07,72.07,492864896
1997-06-03,,72.36,72.36,72.36,615047424
1997-06-04,,72.62,72.62,72.62,600107264
1997-06-05,,72.99,72.99,72.99,561273024
1997-06-06,,73.76,73.76,73.76,611998400
1997-06-09,,73.9,73.9,73.9,587454656
1997-06-10,,74.13,74.13,74.13,585746816
1997-06-11,,74.16,74.16,74.16,626614016
1997-06-12,,74.97,74.97,74.97,721800832
1997-06-13,,75.61,75.61,75.61,836163648
1997-06-16,,75.42,75.42,75.42,566093888
1997-06-17,,74.76,74.76,74.76,648746368
1997-06-18,,74.76,74.76,74.76,651545984
1997-06-19,,75.13,75.13,75.13,1082648064
1997-06-20,,75.22,75.22,75.22,1325148544
1997-06-23,,75.15,75.15,75.15,761741440
1997-06-24,,75.3,75.3,75.3,726886976
1997-06-25,,76.28,76.28,76.28,684521280
1997-06-26,,76.47,76.47,76.47,691869504
1997-06-27,,76.36,76.36,76.36,784602688
1997-06-30,,75.7,75.7,75.7,541274048
1997-07-01,,77.03,77.03,77.03,643538048
1997-07-02,,77.37,77.37,77.37,710216192
1997-07-03,,78.45,78.45,78.45,1083480064
1997-07-04,,78.69,78.69,78.69,718089088
1997-07-07,,79.17,79.17,79.17,557652608
1997-07-08,,79.01,79.01,79.01,692379264
1997-07-09,,79.42,79.42,79.42,861752320
1997-07-10,,78.85,78.85,78.85,732151936
1997-07-11,,79.25,79.25,79.25,804520576
1997-07-14,,80.07,80.07,80.07,623959360
1997-07-15,,80.26,80.26,80.26,744473664
1997-07-16,,81.47,81.47,81.47,915604672
1997-07-17,,81.3,81.3,81.3,1152092160
1997-07-18,,80.03,80.03,80.03,1178176640
1997-07-21,,79,79,79,627309312
1997-07-22,,80.29,80.29,80.29,865049216
1997-07-23,,81.78,81.78,81.78,919545344
1997-07-24,,81.24,81.24,81.24,742450112
1997-07-25,,81.38,81.38,81.38,665033152
1997-07-28,,81.71,81.71,81.71,604451072
1997-07-29,,81.38,81.38,81.38,676130496
1997-07-30,,82.33,82.33,82.33,709527488
1997-07-31,,82.2,82.2,82.2,676675264
1997-08-01,,81.9,81.9,81.9,643484480
1997-08-04,,81.09,81.09,81.09,475734272
1997-08-05,,81.44,81.44,81.44,710003072
1997-08-06,,82.49,82.49,82.49,709397696
1997-08-07,,83.63,83.63,83.63,947836480
1997-08-08,,82.55,82.55,82.55,841605696
1997-08-11,,82.17,82.17,82.17,484326208
1997-08-12,,82.67,82.67,82.67,544045120
1997-08-13,,81.05,81.05,81.05,677221248
1997-08-14,,80.71,80.71,80.71,666078272
1997-08-15,,79.32,79.32,79.32,550890816
1997-08-18,,78.51,78.51,78.51,524380384
1997-08-19,,80.06,80.06,80.06,520204416
1997-08-20,,81.03,81.03,81.03,623371328
1997-08-21,,80.97,80.97,80.97,545370944
1997-08-22,,79.04,79.04,79.04,711954752
1997-08-25,,79.03,79.03,79.03,135933776
1997-08-26,,78.11,78.11,78.11,533394336
1997-08-27,,78.41,78.41,78.41,534822368
1997-08-28,,77.24,77.24,77.24,726949760
1997-08-29,,76.63,76.63,76.63,525916032
1997-09-01,,77.6,77.6,77.6,359901472
1997-09-02,,79.39,79.39,79.39,579411776
1997-09-03,,79.75,79.75,79.75,627036928
1997-09-04,,79.62,79.62,79.62,526604032
1997-09-05,,79.9,79.9,79.9,516355264
1997-09-08,,79.78,79.78,79.78,541647808
1997-09-09,,79.45,79.45,79.45,506457248
1997-09-10,,78.53,78.53,78.53,507308704
1997-09-11,,77.44,77.44,77.44,665873984
1997-09-12,,77.05,77.05,77.05,751577664
1997-09-15,,77.74,77.74,77.74,453419168
1997-09-16,,78.8,78.8,78.8,728657920
1997-09-17,,79.72,79.72,79.72,791271552
1997-09-18,,80.26,80.26,80.26,679804352
1997-09-19,,80.22,80.22,80.22,1244198528
1997-09-22,,81.43,81.43,81.43,800171328
1997-09-23,,81.14,81.14,81.14,809834368
1997-09-24,,81.6,81.6,81.6,649394368
1997-09-25,,81.43,81.43,81.43,643367808
1997-09-26,,82.31,82.31,82.31,900459136
1997-09-29,,82.31,82.31,82.31,659697536
1997-09-30,,82.87,82.87,82.87,694749184
1997-10-01,,83.75,83.75,83.75,932264704
1997-10-02,,83.87,83.87,83.87,776319488
1997-10-03,,84.61,84.61,84.61,783417088
1997-10-06,,84.31,84.31,84.31,544632384
1997-10-07,,84.18,84.18,84.18,651099264
1997-10-08,,83.83,83.83,83.83,734344256
1997-10-09,,82.32,82.32,82.32,758456576
1997-10-10,,82.08,82.08,82.08,550415488
1997-10-13,,83.39,83.39,83.39,614207680
1997-10-14,,83.49,83.49,83.49,744695680
1997-10-15,,83.07,83.07,83.07,763404992
1997-10-16,,82.9,82.9,82.9,735198208
1997-10-17,,82.11,82.11,82.11,769955840
1997-10-20,,81.81,81.81,81.81,451554752
1997-10-21,,82.79,82.79,82.79,587838336
1997-10-22,,82.12,82.12,82.12,718850304
1997-10-23,,79.58,79.58,79.58,855901184
1997-10-24,,79.77,79.77,79.77,669966912
1997-10-27,,77.35,77.35,77.35,683187584
1997-10-28,,74.08,74.08,74.08,1434240256
1997-10-29,,77.34,77.34,77.34,1165053056
1997-10-30,,75.93,75.93,75.93,805376384
1997-10-31,,76.29,76.29,76.29,726956544
1997-11-03,,77.84,77.84,77.84,572474624
1997-11-04,,77.34,77.34,77.34,565607488
1997-11-05,,77.93,77.93,77.93,730239808
1997-11-06,,77.28,77.28,77.28,515044736
1997-11-07,,75.56,75.56,75.56,603794048
1997-11-10,,75.98,75.98,75.98,453204576
1997-11-11,,75.85,75.85,75.85,571472064
1997-11-12,,74.97,74.97,74.97,601025344
1997-11-13,,75.09,75.09,75.09,627617408
1997-11-14,,75.4,75.4,75.4,688168512
1997-11-17,,77.11,77.11,77.11,600037952
1997-11-18,,77.25,77.25,77.25,568534976
1997-11-19,,77.13,77.13,77.13,637664768
1997-11-20,,78.41,78.41,78.41,731181824
1997-11-21,,79.4,79.4,79.4,801912064
1997-11-24,,77.96,77.96,77.96,497434112
1997-11-25,,77.77,77.77,77.77,510810688
1997-11-26,,78.45,78.45,78.45,818451968
1997-11-27,,78.78,78.78,78.78,575473600
1997-11-28,,78.5,78.5,78.5,476834880
1997-12-01,,80.12,80.12,80.12,554274368
1997-12-02,,80.52,80.52,80.52,646251968
1997-12-03,,80.37,80.37,80.37,580017408
1997-12-04,,81.43,81.43,81.43,736134848
1997-12-05,,81.94,81.94,81.94,745887232
1997-12-08,,82.57,82.57,82.57,406739808
1997-12-09,,82.43,82.43,82.43,665294208
1997-12-10,,81.57,81.57,81.57,612783616
1997-12-11,,80.01,80.01,80.01,676225536
1997-12-12,,80.25,80.25,80.25,565011648
1997-12-15,,80.5,80.5,80.5,512632320
1997-12-16,,81.78,81.78,81.78,905035456
